Daily Competition Returns Comparison Report as of 03-Jul-24,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
Kotak Bluechip Fund - Direct Plan,8199.81,1.79,3,3.08,3,5.3,5,10.6,1,12.39,2,19.47,3,31.84,4,31.32,4,36.18,4,29.72,5,18.94,5,19.68,4,16.45,4,15.78,5,-,-,-,-,16.22,-,18.5,3
Mirae Asset Large Cap Fund - Direct Plan,37631.07,1.71,5,3.46,1,5.96,4,10.11,3,11.14,3,15.14,10,24.06,13,23.62,13,27.72,12,24.2,12,15.77,11,16.59,11,15.28,8,15.87,3,-,-,-,-,17.49,-,14.13,11
Nippon India Large Cap Fund - Direct Plan,26925.1,1.86,2,3.01,6,4.3,10,8.63,9,10.35,9,20.3,1,33.59,1,33.38,1,41.72,1,37.22,1,26.39,1,20.27,1,17.74,2,16.71,1,-,-,-,-,17.76,-,20.18,1
SBI Bluechip Fund - Direct Plan,46084.82,1.28,12,2.36,12,5,7,9.65,7,10.36,8,14.84,12,24.6,12,24.29,12,27.14,13,26.81,8,17.9,8,17.59,7,15,10,15.41,6,-,-,-,-,16.49,-,13.95,12
Sundaram Large Cap Fund - Direct Plan,3376.64,1.4,8,2.97,8,3.93,11,7.38,12,7.57,13,13.9,13,24.92,11,24.52,11,29.41,10,26.7,9,17.58,9,16.85,9,15.8,6,13.66,11,-,-,-,-,14.44,-,12.82,13
UTI Large Cap Fund - Direct Plan,12365.73,1.29,10,3.01,5,6.38,2,9.68,6,10.9,5,15.89,9,25.86,10,25.6,10,30.1,9,25.1,11,16.12,10,17.7,6,15.27,9,14.11,9,-,-,-,-,14.98,-,14.36,10
NIFTY 50 Total Return Index,,1.76,,3.34,,4.59,,8.65,,8.85,,13.69,,25.48,,24.78,,27.23,,25.48,,16.95,,16.67,,15.55,,13.52,,14.92,,13.38,,,,12.57,
NIFTY 50 Index,,1.75,,3.28,,4.4,,8.06,,8.25,,12.87,,24.36,,23.67,,25.69,,24.06,,15.57,,15.29,,14.14,,12.14,,13.54,,12.01,,,,11.76,
BSE Sensex Total Return Index,,1.69,,3.53,,4.84,,8.93,,8.93,,12.95,,23.27,,22.68,,24.25,,24.44,,16.5,,16.36,,15.77,,13.4,,15.04,,13.38,,,,11.57,
NIFTY Next 50 Total Return Index,,1.92,,1.52,,2.85,,10.49,,16.43,,35.64,,61.35,,61.88,,66.35,,40.98,,24.48,,22.28,,16.51,,16.94,,19,,17.11,,,,36.49,
BSE 100 Total Return Index,,1.77,,3,,4.74,,8.98,,9.94,,16.38,,29.38,,28.83,,32.1,,28.24,,18.61,,17.9,,16,,14.08,,15.61,,13.83,,,,15.51,
BSE 200 Total Return Index,,1.86,,2.83,,4.29,,9.09,,10.45,,17.89,,32.13,,31.65,,36.74,,29.99,,19.64,,19.21,,16.61,,14.97,,16.32,,14.45,,,,17.34,
NIFTY 100 Total Return Index,,1.79,,2.93,,4.13,,8.73,,9.89,,16.98,,30.87,,30.31,,33.11,,27.27,,17.9,,17.38,,15.63,,14.02,,15.54,,13.96,,,,16.19,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Focused Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),7 days,Rank,14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,Inception,Rank,YTD,Rank
Total Funds,,,18,,18,,18,,18,,18,,18,,18,,18,,18,,18,,17,,12,,11,,10,,,,,,18,,18
Peer Average,,1.47,,2.75,,6,,9.69,,11.93,,19.74,,33,,32.88,,39.8,,31.62,,20.21,,19.96,,16.75,,15.79,,,,,,,,19.17,
360 ONE Focused Equity Fund - Direct Plan,7215.17,1.74,5,3.53,2,5.03,15,9.77,10,13.72,4,22.12,5,33.44,9,33.63,8,40.69,7,36.39,4,22.71,5,24.48,1,20.93,1,-,-,-,-,-,-,18.91,-,21.18,5
Aditya Birla Sun Life Focused Fund - Direct Plan,7151.96,1.36,11,3.07,7,5.39,13,9.4,13,10.35,15,19.74,8,31.64,11,31.3,12,37.36,12,29.02,14,18.69,11,18.02,10,15.21,8,14.7,8,-,-,-,-,16.31,-,18.57,10
Axis Focused Fund - Direct Plan,13341.11,0.45,18,1.01,18,4.25,18,6,17,6.06,18,14.52,17,25.04,17,25.22,17,25.8,17,20.54,17,9.15,17,13.91,12,13.71,11,14.68,9,-,-,-,-,15.22,-,13.82,17
Bandhan Focused Equity Fund - Direct Plan,1505.55,2.09,2,2.87,9,9.24,1,10.34,6,12.96,6,19.41,10,36.16,4,36.4,4,38.93,10,31.8,10,19.32,10,18.44,9,14.6,10,14.1,10,-,-,-,-,14.35,-,18.75,9
Canara Robeco Focused Equity Fund - Direct Plan,2293.3,1.95,4,3.09,6,5.62,9,9.5,11,10.63,14,19.8,7,31.43,12,31.61,11,36.82,14,32.09,8,21.47,7,-,-,-,-,-,-,-,-,-,-,23.49,-,18.99,7
DSP Focus Fund - Direct Plan,2338.45,2.01,3,2.61,12,5.98,8,12.4,2,16.55,1,19.46,9,34.82,5,34.98,5,45.54,4,34.34,5,18.25,13,17.99,11,15.08,9,14.99,7,-,-,-,-,15.13,-,18.77,8
Franklin India Focused Equity Fund - Direct Plan,11442.54,1.46,9,3.12,5,6.14,7,10,9,12.66,8,22.62,3,33.78,8,33.53,9,40.87,6,34.09,6,23.06,4,21,4,17.79,3,18.33,1,-,-,-,-,20.01,-,22.31,3
HDFC Focused 30 Fund - Direct Plan,11945.94,0.72,16,2.33,13,5.48,11,10.26,7,12.93,7,22.22,4,38.68,3,38.18,3,46.31,3,39.23,2,30.88,1,22.68,3,17.16,5,15.31,6,-,-,-,-,16.61,-,22.13,4
HSBC Focused Fund - Direct Plan,1595.84,0.64,17,1.64,17,4.5,17,4.91,18,7.33,17,15.9,16,29.59,13,29.33,13,37.56,11,28.69,15,16.77,15,-,-,-,-,-,-,-,-,-,-,23.66,-,14.99,16
ICICI Prudential Focused Equity Fund - Direct Plan,8139.49,1.23,14,2.71,11,5.61,10,10.37,5,11.6,11,26.01,2,41.13,2,40.36,2,48.59,2,37.64,3,25.84,3,23.83,2,19.06,2,16.41,4,-,-,-,-,17.18,-,25.65,2
Invesco India Focused Fund - Direct Plan,2820.38,1.59,7,2.08,16,6.54,6,9.15,15,14.55,3,31.97,1,55.64,1,56.24,1,67.64,1,41.85,1,26.38,2,-,-,-,-,-,-,-,-,-,-,31.55,-,32.34,1
Kotak Focused Equity Fund - Direct Plan,3312.87,1.28,13,2.31,14,5.48,12,11.48,3,13.21,5,21,6,34.76,6,34.21,7,39.97,8,31.15,11,20.28,9,-,-,-,-,-,-,-,-,-,-,21.67,-,19.94,6
Mirae Asset Focused Fund - Direct Plan,7920.31,1.36,10,3.38,3,7.13,3,9.48,12,9.55,16,10.86,18,17.94,18,17.7,18,22.27,18,19.24,18,12.66,16,19.06,7,-,-,-,-,-,-,-,-,20.24,-,10.54,18
Nippon India Focused Equity Fund - Direct Plan,7916.72,1.66,6,3.29,4,8.35,2,12.72,1,15.56,2,16.09,15,27.66,15,27.1,15,39.12,9,29.29,13,20.53,8,20.59,6,16.08,7,17.06,2,-,-,-,-,19.08,-,15.64,15
SBI Focused Equity Fund - Direct Plan,33488.95,1.35,12,2.93,8,4.51,16,8.49,16,10.92,13,17.87,14,26.14,16,26.12,16,33.09,16,26.95,16,16.84,14,18.71,8,17.46,4,16.98,3,-,-,-,-,16.7,-,17.45,14
Sundaram Focused Fund - Direct Plan,1057.99,1.53,8,2.8,10,5.09,14,9.26,14,11.07,12,18.55,12,29.36,14,29.32,14,34.95,15,30.93,12,18.31,12,20.78,5,17.13,6,15.36,5,-,-,-,-,16.26,-,17.81,13
Tata Focused Equity Fund - Direct Plan,1672.37,2.83,1,4.47,1,6.99,4,10.81,4,12.64,9,18.04,13,34.3,7,34.45,6,43.72,5,34.01,7,22.45,6,-,-,-,-,-,-,-,-,-,-,22.63,-,17.93,12
UTI Focused Fund - Direct Plan,2564.64,1.17,15,2.23,15,6.59,5,10.05,8,12.56,10,19.08,11,32.47,10,32.14,10,37.25,13,31.84,9,-,-,-,-,-,-,-,-,-,-,-,-,18.3,-,18.18,11
NIFTY 50 Total Return Index,,1.76,,3.34,,4.59,,8.65,,8.85,,13.69,,25.48,,24.78,,27.23,,25.48,,16.95,,16.67,,15.55,,13.52,,14.92,,13.38,,,,12.57,
NIFTY 50 Index,,1.75,,3.28,,4.4,,8.06,,8.25,,12.87,,24.36,,23.67,,25.69,,24.06,,15.57,,15.29,,14.14,,12.14,,13.54,,12.01,,,,11.76,
BSE Sensex Total Return Index,,1.69,,3.53,,4.84,,8.93,,8.93,,12.95,,23.27,,22.68,,24.25,,24.44,,16.5,,16.36,,15.77,,13.4,,15.04,,13.38,,,,11.57,
NIFTY Next 50 Total Return Index,,1.92,,1.52,,2.85,,10.49,,16.43,,35.64,,61.35,,61.88,,66.35,,40.98,,24.48,,22.28,,16.51,,16.94,,19,,17.11,,,,36.49,
BSE 100 Total Return Index,,1.77,,3,,4.74,,8.98,,9.94,,16.38,,29.38,,28.83,,32.1,,28.24,,18.61,,17.9,,16,,14.08,,15.61,,13.83,,,,15.51,
BSE 200 Total Return Index,,1.86,,2.83,,4.29,,9.09,,10.45,,17.89,,32.13,,31.65,,36.74,,29.99,,19.64,,19.21,,16.61,,14.97,,16.32,,14.45,,,,17.34,
NIFTY 500 Total Return Index,,1.86,,2.87,,4.98,,9.42,,11.31,,18.62,,33.35,,33.05,,39.63,,31.73,,20.4,,19.82,,16.61,,15.08,,16.45,,14.45,,,,18.24,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flexi Cap Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),7 days,Rank,14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,Inception,Rank,YTD,Rank
Total Funds,,,18,,18,,18,,18,,18,,18,,18,,18,,18,,16,,14,,14,,12,,11,,,,,,18,,18
Peer Average,,1.58,,2.78,,6.1,,10.07,,12.29,,19.22,,31.65,,31.6,,38.94,,31.59,,18.98,,19.38,,16.24,,16.04,,,,,,,,18.52,
Aditya Birla Sun Life Flexi Cap Fund - Direct Plan,20473.4,1.19,15,2.45,15,5.93,8,9.33,12,11.47,13,18.08,12,30.52,11,30.09,12,37.7,10,30.65,9,17.84,10,19.04,7,15.34,8,15.84,7,-,-,-,-,17.89,-,17.6,12
Axis Flexi Cap Fund - Direct Plan,12011.72,1.45,12,2.08,18,5.68,11,10.05,9,12.94,6,21.33,6,32.56,8,32.81,8,35.45,13,27.53,13,15.74,12,17.76,10,-,-,-,-,-,-,-,-,16.78,-,19.97,6
Bandhan Flexi Cap Fund - Direct Plan,6979.84,1.72,7,3.06,6,5.33,12,8.76,16,11.94,9,19.38,8,30.36,12,30.55,11,38.07,9,30.13,10,18.76,7,17.36,12,13.45,12,14.16,10,-,-,-,-,15.75,-,17.84,11
Canara Robeco Flexi Cap Fund - Direct Plan,12447.99,1.81,5,2.6,11,5.71,10,10.72,7,11.51,12,19.06,10,31.62,9,31.6,9,35.16,14,29.45,11,18.44,8,20.21,6,17.77,2,15.47,8,-,-,-,-,16.16,-,18.28,10
DSP Flexi Cap Fund - Direct Plan,10558.54,2.16,2,3.37,1,7.34,3,12.27,1,16.6,1,19.36,9,31.54,10,31.54,10,41.19,8,34.93,5,19.02,6,21.18,4,17.66,3,16.31,6,-,-,-,-,16.95,-,18.69,8
Franklin India Flexi Cap Fund - Direct Plan,15468.09,1.41,13,3.11,5,4.64,16,9.39,11,11.76,11,20.06,7,34.84,5,35.04,5,46.57,3,35.92,4,23.94,2,22.62,1,17.59,5,17.49,2,-,-,-,-,18.22,-,19.59,7
HDFC Flexi Cap Fund - Direct Plan,54692.16,0.94,17,2.51,14,5.1,15,10.32,8,12.46,8,21.67,5,37.64,3,37.19,3,45.57,4,38.62,1,27.78,1,21.69,3,18.72,1,16.36,5,-,-,-,-,17.92,-,21.43,3
HSBC Flexi Cap Fund - Direct Plan,4435.44,2.28,1,3.33,2,7.04,5,11.94,3,14.63,3,25.63,2,40.18,2,39.61,2,49.95,2,37.97,3,23.21,3,20.37,5,16.06,7,15.29,9,-,-,-,-,16.46,-,25.4,2
ICICI Prudential Flexicap Fund - Direct Plan,14913.29,1.09,16,2.14,17,6.47,7,9.8,10,10.98,14,21.73,4,35.47,4,35.08,4,41.77,6,33.57,7,-,-,-,-,-,-,-,-,-,-,-,-,23.26,-,20.78,5
Kotak Flexicap Fund - Direct Plan,48469.47,1.8,6,2.57,13,3.57,18,10.75,6,13.46,5,22.06,3,33.81,6,33.76,6,41.28,7,33.24,8,20.25,4,18.67,8,16.3,6,17.29,3,-,-,-,-,18.15,-,20.89,4
Mirae Asset Flexi Cap Fund - Direct Plan,1874.54,0.64,18,2.38,16,4.57,17,8.81,15,10.72,15,17.3,13,28.55,13,28.28,13,35.54,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,36.73,-,16.77,13
Motilal Oswal Flexi Cap Fund - Direct Plan,10034.65,1.65,10,2.71,10,8.62,2,12.12,2,13.98,4,28.62,1,44.64,1,45.45,1,57.83,1,38.44,2,19.91,5,16.93,14,13.97,11,17.64,1,-,-,-,-,19.55,-,28.64,1
Nippon India Flexi Cap Fund - Direct Plan,7052.43,1.4,14,2.6,12,5.93,9,11.1,5,14.93,2,18.65,11,33.07,7,33.08,7,45.01,5,33.62,6,-,-,-,-,-,-,-,-,-,-,-,-,21.51,-,18.51,9
PGIM India Flexi Cap Fund - Direct Plan,5875.23,1.91,4,3.02,7,7.25,4,8.86,14,10,17,15.67,15,25.57,16,25.57,16,27.49,17,25.83,15,15.4,13,22.31,2,17.63,4,-,-,-,-,-,-,15.98,-,14.64,16
SBI Flexicap Fund - Direct Plan,20647.58,1.65,9,2.73,9,5.32,13,8.33,17,10.21,16,15.91,14,26.74,15,26.5,15,31.31,15,26.51,14,16.94,11,17.51,11,15.29,9,16.45,4,-,-,-,-,17.35,-,15.44,14
Sundaram Flexi Cap Fund - Direct Plan,2064.78,1.52,11,2.86,8,5.18,14,7.97,18,9.06,18,13.85,17,24.97,17,24.43,17,30.72,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.16,-,13.06,17
Tata Flexi Cap Fund - Direct Plan,2732.29,2.08,3,3.23,3,6.69,6,9.02,13,11.93,10,15.47,16,27.48,14,28.1,14,36.93,11,28.62,12,18.09,9,18.26,9,-,-,-,-,-,-,-,-,17.17,-,15.26,15
UTI Flexi Cap Fund - Direct Plan,23972.31,1.69,8,3.21,4,9.34,1,11.79,4,12.65,7,12.05,18,20.21,18,20.14,18,23.39,18,20.43,16,10.37,14,17.36,13,15.15,10,14.13,11,-,-,-,-,15.31,-,10.65,18
BSE 200 Total Return Index,,1.86,,2.83,,4.29,,9.09,,10.45,,17.89,,32.13,,31.65,,36.74,,29.99,,19.64,,19.21,,16.61,,14.97,,16.32,,14.45,,,,17.34,
NIFTY Next 50 Total Return Index,,1.92,,1.52,,2.85,,10.49,,16.43,,35.64,,61.35,,61.88,,66.35,,40.98,,24.48,,22.28,,16.51,,16.94,,19,,17.11,,,,36.49,
NIFTY Midcap 100 Total Return Index,,1.9,,2.47,,5.62,,10.65,,13.32,,21.32,,39.17,,39.42,,58.09,,46.33,,28.73,,26.98,,18.85,,18.52,,19.61,,18.02,,,,22.24,
BSE AllCap Total Return Index,,1.94,,3.01,,5.39,,9.69,,11.64,,18.92,,33.82,,33.54,,40.98,,32.7,,21.07,,20.61,,16.95,,15.38,,16.73,,14.85,,,,18.71,
NIFTY 500 Total Return Index,,1.86,,2.87,,4.98,,9.42,,11.31,,18.62,,33.35,,33.05,,39.63,,31.73,,20.4,,19.82,,16.61,,15.08,,16.45,,14.45,,,,18.24,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Large & Mid Cap Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),7 days,Rank,14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,Inception,Rank,YTD,Rank
Total Funds,,,20,,20,,20,,20,,20,,20,,20,,20,,20,,20,,20,,19,,17,,16,,,,,,20,,20
Peer Average,,1.76,,2.71,,6.18,,11.12,,14.39,,23.4,,37.45,,37.55,,47.02,,36.63,,23.05,,22.31,,17.68,,17.34,,,,,,,,23.1,
Aditya Birla Sun Life Equity Advantage Fund - Direct Plan,5761.97,1.44,15,2.55,13,5.1,17,10.02,14,13.23,13,18.48,19,29.55,19,29.82,19,38.07,18,29.98,19,15.1,20,17.79,19,13.52,17,15.07,14,-,-,-,-,16.84,-,17.82,20
Axis Growth Opportunities Fund - Direct Plan,12424.49,1.64,12,1.91,17,5.12,16,10.08,13,11.63,18,24.21,11,35.41,14,35.68,14,40.79,16,33.85,13,19.85,17,24.56,1,-,-,-,-,-,-,-,-,23.99,-,23.35,10
Bandhan Core Equity Fund - Direct Plan,4680.59,2.12,6,3.59,3,5.82,11,9.89,16,14.72,8,26.05,5,44.72,2,44.66,2,58.5,1,44.29,2,27.56,3,24.14,2,18.79,5,18.01,7,-,-,-,-,17.48,-,26.71,4
Canara Robeco Emerging Equities Fund - Direct Plan,21796.83,1.72,10,2.15,15,7.77,4,12.83,4,15.11,6,24.4,10,36.37,13,36.73,13,42.62,13,32.15,17,20.55,16,22.44,10,17.86,11,19.98,2,-,-,-,-,22.2,-,23.27,11
DSP Equity Opportunities Fund - Direct Plan,11991.26,2.29,4,3.18,6,6.49,7,12.26,5,17.68,3,24.7,8,41.44,6,41.18,6,53.27,5,38.99,7,22.85,12,23.17,6,18.34,8,18.14,6,-,-,-,-,18.71,-,24.54,8
Edelweiss Large & Mid Cap Fund - Direct Plan,3046.54,2.42,2,3.53,4,7.75,5,12.89,3,14.29,11,23.2,12,37,11,37.63,10,45.83,12,36.26,11,23.11,11,23.15,7,19.49,1,17.34,9,-,-,-,-,18.12,-,22.18,13
Franklin India Equity Advantage Fund - Direct Plan,3203.2,1.87,8,2.87,8,8.78,2,12.03,6,13.66,12,18.94,16,31.8,16,31.81,16,38.72,17,28.55,20,17.82,19,18.32,18,14.56,16,14.56,16,-,-,-,-,15.99,-,18.1,18
HDFC Large and Mid Cap Fund - Direct Plan,19454.33,1.55,14,2.12,16,5.2,14,9.86,17,12.89,15,20.58,14,36.68,12,36.74,12,49.33,9,40.05,5,27.2,4,24.13,3,18.68,6,15.33,13,-,-,-,-,15.33,-,20.77,14
HSBC Large and Mid Cap Fund - Direct Plan,3118.58,2.23,5,2.84,9,5.43,12,11.94,7,18.45,2,31.96,1,42,4,42.64,4,53.2,6,42.21,3,25.57,5,21.93,14,-,-,-,-,-,-,-,-,20.96,-,31.16,1
ICICI Prudential Large & Mid Cap Fund - Direct Plan,13420.35,1.2,19,1.88,18,4.66,19,8.31,20,10.74,20,21.95,13,37.55,10,36.98,11,47.51,11,36.75,10,27.82,2,23.69,5,18.62,7,16.66,11,-,-,-,-,17.89,-,22.21,12
Invesco India Large & Mid Cap Fund - Direct Plan,5841.65,1.41,16,2.23,14,7.86,3,13.35,2,15.78,4,28.69,2,47.03,1,47.74,1,56.66,2,41.13,4,24.38,9,22.31,12,19.39,2,18.34,5,-,-,-,-,19.2,-,28.33,2
Kotak Equity Opportunities Fund - Direct Plan,22329.12,1.2,18,1.66,20,3.24,20,10.61,10,15.07,7,26.54,4,38.26,9,38.11,9,48.63,10,38.6,8,24.79,6,24.02,4,19.02,4,18.98,3,-,-,-,-,19.09,-,25.9,6
LIC MF Large & Mid Cap Fund - Direct Plan,2737,2.57,1,4.12,1,8.8,1,15.54,1,21.01,1,28.24,3,43.36,3,43.78,3,53.64,4,34.68,12,23.31,10,22.36,11,17.96,9,-,-,-,-,-,-,17.15,-,28.2,3
Mirae Asset Large & Midcap Fund - Direct Plan,35272.6,1.7,11,2.66,11,5.4,13,9.7,18,11.84,17,17.99,20,30.97,18,30.92,17,41.45,15,31.01,18,19.65,18,23.07,8,19.14,3,21.88,1,-,-,-,-,23.8,-,17.84,19
Motilal Oswal Large and Midcap Fund - Direct Plan,4293,0.74,20,1.71,19,6.2,8,10.53,11,14.49,10,25.26,6,41.96,5,42.29,5,55.22,3,46.65,1,27.91,1,-,-,-,-,-,-,-,-,-,-,28.05,-,26,5
Nippon India Vision Fund - Direct Plan,4668.16,2.41,3,3.23,5,5.17,15,11.1,9,14.65,9,24.77,7,41.18,7,41.15,7,51.51,7,38.48,9,24.74,7,21.28,16,15.48,15,14.62,15,-,-,-,-,15.99,-,24.14,9
SBI Large & Midcap Fund - Direct Plan,23443.39,1.6,13,2.98,7,6.18,9,10.41,12,12.61,16,18.73,17,31.05,17,30.72,18,37.59,19,33.8,14,21.85,13,22.13,13,17.95,10,17.45,8,-,-,-,-,18.59,-,18.29,17
Sundaram Large and Mid Cap Fund - Direct Plan,6451.55,1.84,9,2.73,10,5.07,18,9.96,15,13.17,14,20.09,15,33.78,15,33.81,15,41.5,14,33.07,16,20.85,15,21.67,15,17.17,13,18.37,4,-,-,-,-,19.59,-,19.58,15
Tata Large & Mid Cap Fund - Direct Plan,7285.94,1.31,17,2.64,12,6.07,10,9.38,19,11.27,19,18.61,18,29.05,20,28.92,20,35.16,20,33.07,15,21.54,14,20.76,17,17.43,12,16.88,10,-,-,-,-,17.89,-,18.7,16
UTI Large & Mid Cap Fund - Direct Plan,3085.86,2.06,7,3.65,2,7.53,6,11.75,8,15.52,5,24.7,9,39.89,8,39.73,8,51.22,8,39.13,6,24.54,8,22.9,9,17.11,14,15.91,12,-,-,-,-,16.41,-,24.94,7
BSE 200 Total Return Index,,1.86,,2.83,,4.29,,9.09,,10.45,,17.89,,32.13,,31.65,,36.74,,29.99,,19.64,,19.21,,16.61,,14.97,,16.32,,14.45,,,,17.34,
NIFTY 50 Total Return Index,,1.76,,3.34,,4.59,,8.65,,8.85,,13.69,,25.48,,24.78,,27.23,,25.48,,16.95,,16.67,,15.55,,13.52,,14.92,,13.38,,,,12.57,
NIFTY Midcap 100 Total Return Index,,1.9,,2.47,,5.62,,10.65,,13.32,,21.32,,39.17,,39.42,,58.09,,46.33,,28.73,,26.98,,18.85,,18.52,,19.61,,18.02,,,,22.24,
BSE 500 Total Return Index,,1.87,,2.88,,4.96,,9.56,,11.28,,18.57,,33.11,,32.79,,39.26,,31.58,,20.36,,20.01,,16.76,,15.21,,16.55,,14.69,,,,18.19,
NIFTY Large Midcap 250 Total Return Index,,1.83,,2.62,,5.1,,10.18,,12.37,,19.98,,35.12,,35.01,,45.26,,36.21,,23.08,,22.72,,18.22,,17.16,,18.71,,16.52,,,,19.97,
BSE 250 Large MidCap Total Return Index,,1.84,,2.84,,4.45,,9.38,,10.82,,18.13,,32.49,,32.05,,37.45,,30.31,,19.74,,19.4,,16.69,,15.12,,16.51,,14.66,,,,17.63,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Multi Cap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),7 days,Rank,14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,Inception,Rank,YTD,Rank
Total Funds,,,14,,14,,14,,14,,14,,14,,14,,14,,14,,12,,7,,6,,6,,5,,,,,,14,,14
Peer Average,,1.94,,2.8,,6.3,,10.59,,13.87,,22.91,,37.48,,37.77,,49.57,,38.95,,25.09,,23.6,,18.73,,17.22,,,,,,,,22.95,
Aditya Birla Sun Life Multi-Cap Fund - Direct Plan,5583.9,1.86,9,3,5,6.25,8,11.4,2,14.1,9,22.53,8,33.53,12,33.62,12,43.37,12,33.52,11,22.33,5,-,-,-,-,-,-,-,-,-,-,24.99,-,22.01,8
Axis Multicap Fund - Direct Plan,5473.59,2.16,3,3.07,4,7.04,4,13.73,1,16.3,1,27.03,2,43.16,3,43.75,3,55.24,3,41.22,4,-,-,-,-,-,-,-,-,-,-,-,-,24.51,-,25.76,5
Bandhan Multi Cap Fund - Direct Plan,2105.34,1.64,12,2.56,10,7.32,1,9.51,11,12.68,12,20.76,10,34.56,10,34.89,10,44.56,11,37.1,9,-,-,-,-,-,-,-,-,-,-,-,-,24.28,-,21.3,10
Baroda BNP Paribas Multi Cap Fund - Direct Plan,2458.87,2.12,5,2.24,11,5.65,11,9.16,12,14.12,8,26.08,4,42.47,4,42.74,4,50.13,7,38.35,6,24.92,3,23.7,3,18.36,3,17.04,4,-,-,-,-,17.86,-,25.94,4
HDFC Multi Cap Fund - Direct Plan,13815.44,1.8,10,2.68,8,7.19,2,11.24,3,14.79,3,22.65,7,38.66,7,39.22,7,51.76,6,44.59,3,-,-,-,-,-,-,-,-,-,-,-,-,29.74,-,22.52,7
HSBC Multi Cap Fund - Direct Plan,3109.33,2.06,7,2.82,6,6.4,7,10.15,10,14.14,7,27.37,1,46.03,1,46.6,1,63.85,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,55.77,-,27.11,2
ICICI Prudential Multicap Fund - Direct Plan,12047.86,1.43,13,2.72,7,6.24,9,9.16,13,10.81,14,20.37,11,37.43,8,36.97,8,47.7,9,37.94,7,24.75,4,21.4,5,17.9,4,17.11,3,-,-,-,-,18.12,-,20.87,11
Invesco India Multicap Fund - Direct Plan,3623.18,2.16,4,2.56,9,7.1,3,10.28,9,14.48,5,22.28,9,35.48,9,36.35,9,48.27,8,37.42,8,21.47,7,23.32,4,17.73,5,18.07,1,-,-,-,-,20.17,-,21.41,9
Kotak Multicap Fund - Direct Plan,11371.74,1.94,8,2.1,13,6.49,5,10.74,7,12.86,10,25.31,5,43.94,2,43.99,2,60.22,2,47.11,1,-,-,-,-,-,-,-,-,-,-,-,-,27.39,-,26.14,3
Mahindra Manulife Multi Cap Fund - Direct Plan,3670.19,2.64,1,4.45,1,5.58,12,10.97,5,14.46,6,24.21,6,39.91,5,39.93,5,54.1,4,41.15,5,26.76,2,27.82,1,21.45,1,-,-,-,-,-,-,21.41,-,25.01,6
Nippon India Multi Cap Fund - Direct Plan,31963.02,1.72,11,2.2,12,5.56,13,10.95,6,16.12,2,26.69,3,39.73,6,39.69,6,53.9,5,45.86,2,33.35,1,24.45,2,20.32,2,17.53,2,-,-,-,-,18.51,-,27.57,1
