Daily Competition Returns Comparison Report as of 03-Jul-24,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
DSP Gold ETF,392.31,0.59,9,0.63,11,1.34,8,3.93,7,13.91,7,26.06,13,23.86,13,15.72,-,23.06,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.69,10,1.22,7
HDFC Gold Exchange Traded Fund,4967.96,0.45,13,0.72,6,1.61,1,4.11,2,13.8,9,26.59,5,24.13,5,9.4,-,22.73,13,16.15,5,14.02,7,14.67,8,13.16,8,8.82,3,6.67,4,-,-,14,1,0.8,13
ICICI Prudential Gold Exchange Traded Fund,4905.38,0.6,7,0.63,8,1.35,7,3.95,4,14,2,26.24,8,23.97,9,9.02,-,23.14,8,16.18,4,14.07,3,14.69,7,13.14,9,8.69,10,6.61,9,-,-,13.78,6,1.23,2
Invesco India Gold ETF,115.21,0.68,3,0.77,5,1.25,12,3.9,10,13.84,8,26.89,3,24.29,3,9.75,-,23.52,3,16.23,3,14.12,2,14.93,2,13.39,2,8.79,5,6.73,2,-,-,13.9,2,1.04,10
Kotak Gold ETF,4116.78,0.6,5,0.63,9,1.37,6,3.95,5,14.02,1,26.24,9,23.98,6,12.13,-,23.1,9,16.14,6,14.03,6,14.8,5,13.3,5,8.8,4,6.63,7,10.16,2,13.78,5,1.24,1
LIC MF Gold ETF,129.93,0.69,1,0.97,1,1.59,2,3.57,11,13.79,10,27.54,1,24.91,1,6.56,-,24.18,1,16.8,1,14.6,1,15.06,1,13.64,1,9.14,1,6.92,1,-,-,13.86,3,1.04,8
Mirae Asset Gold ETF,245.13,0.6,6,0.64,7,1.37,5,3.96,3,13.99,3,26.18,11,23.97,8,18.56,-,23.24,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.78,7,1.23,6
Nippon India ETF Gold BeES,11032.09,0.59,11,0.61,13,1.31,11,3.91,9,13.95,6,26.19,10,23.89,11,11.34,-,22.95,12,16.01,9,13.74,11,14.61,10,13.12,11,8.77,8,6.62,8,10.14,4,13.72,9,1.23,3
Quantum Gold Fund,207.18,0.49,12,0.8,4,1.19,13,3.55,12,13.35,12,26.55,6,23.97,7,10.47,-,23.08,10,15.93,11,13.86,10,14.59,11,13.13,10,8.7,9,6.58,10,10.11,5,13.31,13,0.98,12
SBI Gold ETF,4707.32,0.59,10,0.62,12,1.33,10,3.93,8,13.97,4,26.53,7,23.95,10,9.98,-,23.14,7,15.98,10,13.93,9,14.77,6,13.23,7,8.78,7,6.66,5,10.15,3,13.52,11,1.23,4
UTI Gold Exchange Traded Fund,1036.21,0.68,2,0.96,2,1.58,3,3.55,13,13.73,11,27.47,2,24.83,2,11.44,-,24.04,2,16.41,2,14.07,4,14.62,9,13.23,6,8.78,6,6.66,6,10.19,1,13.79,4,1.04,9
Domestic Price of Gold Index ( 02-Jul-2024 ) ,,0.59,,-0.94,,0.63,,3.84,,12.75,,24.05,,24.05,,,,23.38,,16.75,,14.58,,15.96,,13.68,,9.61,,7.47,,11.15,,13.52,,-0.19,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nifty Fund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,Inception,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,YTD,Rank,7 days,Rank
Total Funds,,,18,,18,,18,,18,,18,,18,,18,,18,,18,,18,,15,,12,,11,,11,,11,,8,,18,,18
Peer Average,,3.29,,4.49,,8.47,,8.61,,13.28,,24.82,,24.12,,,,26.38,,24.65,,16.17,,15.83,,14.63,,12.55,,13.9,,12.25,,12.16,,1.74,
Aditya Birla Sun Life Nifty 50 Index Fund - Regular Plan,841.35,3.3,12,4.52,9,8.51,7,8.67,7,13.36,8,24.93,8,24.23,8,15.77,-,26.55,8,24.69,10,16.21,9,15.88,6,14.51,8,12.45,7,13.73,7,12.05,7,12.23,8,1.75,10
Axis Nifty 50 Index Fund - Regular Plan,449.68,3.3,8,4.48,15,8.42,15,8.57,15,13.35,9,24.91,9,24.21,9,14.96,-,26.54,9,24.78,8,-,-,-,-,-,-,-,-,-,-,-,-,12.23,9,1.75,6
Bandhan Nifty 50 Index Fund - Regular Plan,1265.7,3.3,13,4.49,14,8.46,13,8.6,13,13.27,14,24.84,11,24.14,11,12.32,-,26.42,11,24.65,12,16.27,7,16.12,2,15.02,2,13,2,14.39,1,-,-,12.15,14,1.75,14
DSP Nifty 50 Index Fund - Regular Plan,527.58,3.3,10,4.52,8,8.51,8,8.66,8,13.36,6,24.98,5,24.28,5,17,-,26.65,5,24.89,5,16.41,2,15.98,5,-,-,-,-,-,-,-,-,12.24,6,1.75,8
Edelweiss Nifty 50 Index Fund,61.24,3.27,17,4.36,17,8.32,17,8.47,17,13.05,16,24.56,16,23.85,16,12.2,-,26.05,16,24.4,16,-,-,-,-,-,-,-,-,-,-,-,-,11.93,16,1.73,17
Franklin India NSE Nifty 50 Index,657.69,3.3,15,4.5,12,8.46,12,8.6,14,13.28,12,24.71,15,24,15,13.2,-,26.15,15,24.45,15,16.03,12,15.56,10,14.3,10,12.33,9,13.67,9,12.15,6,12.18,11,1.74,15
HDFC Index Fund Nifty 50 Plan,14219.56,3.31,2,4.53,6,8.53,5,8.68,5,13.44,2,25.06,2,24.36,2,15.29,-,26.7,1,24.92,3,16.41,3,16.04,3,14.98,3,12.98,3,14.34,3,12.49,3,12.32,2,1.75,2
HSBC Nifty 50 Index Fund - Regular Plan,249.71,3.31,7,4.53,4,8.52,6,8.68,6,13.36,7,24.98,6,24.28,6,27.4,-,26.63,6,24.8,6,16.31,5,-,-,-,-,-,-,-,-,-,-,12.24,7,1.75,7
ICICI Prudential Nifty 50 Index Fund,8941.14,3.31,4,4.53,5,8.54,3,8.68,4,13.47,1,25.06,1,24.36,1,15.31,-,26.69,3,24.91,4,16.41,4,16.04,4,14.74,4,12.69,4,14.12,4,12.56,2,12.35,1,1.75,4
Kotak Nifty 50 Index Fund - Regular Plan,663.74,3.31,6,4.51,11,8.45,14,8.61,12,13.23,15,24.77,14,24.07,14,15.92,-,26.26,14,24.6,13,16.16,11,-,-,-,-,-,-,-,-,-,-,12.1,15,1.75,11
LIC MF Nifty 50 Index Plan,295.41,3.28,16,4.47,16,8.41,16,8.51,16,13.04,17,24.44,17,23.74,17,13.12,-,25.82,17,24.14,17,15.77,14,15.3,12,14.02,11,11.88,11,13.32,11,11.66,8,11.91,17,1.74,16
Motilal Oswal Nifty 50 Index Fund - Regular Plan,478.24,3.3,11,4.52,7,8.51,9,8.66,9,13.32,10,24.89,10,24.19,10,16.97,-,26.49,10,24.73,9,16.2,10,-,-,-,-,-,-,-,-,-,-,12.2,10,1.75,12
Navi Nifty 50 Index Fund - Regular Plan,1921.4,3.31,3,4.54,2,8.54,2,8.69,3,13.41,3,25.03,3,24.33,3,16.12,-,26.69,4,24.95,2,-,-,-,-,-,-,-,-,-,-,-,-,12.28,3,1.75,3
Nippon India Index Fund - Nifty 50 Plan,1648.68,3.3,14,4.5,13,8.47,11,8.62,11,13.28,13,24.81,13,24.11,13,10.76,-,26.41,12,24.6,14,15.94,13,15.43,11,14.31,9,12.27,10,13.72,8,-,-,12.15,13,1.75,13
SBI Nifty Index Fund,7431.36,3.32,1,4.54,1,8.54,1,8.7,2,13.37,5,24.94,7,24.24,7,14.58,-,26.55,7,24.79,7,16.28,6,15.77,9,14.64,6,12.5,6,13.77,6,12.21,5,12.25,5,1.75,1
Tata Nifty 50 Index Fund - Regular Plan,717.24,3.3,9,4.51,10,8.49,10,8.65,10,13.29,11,24.83,12,24.13,12,16.12,-,26.39,13,24.67,11,16.24,8,15.82,7,14.72,5,12.54,5,13.82,5,12.26,4,12.18,12,1.75,9
Taurus Nifty 50 Index Fund - Regular Plan,3.59,3.17,18,4.34,18,8.2,18,8.32,18,12.8,18,24.07,18,23.37,18,11.49,-,25.22,18,23.66,18,15.37,15,15.81,8,14.6,7,12.34,8,13.66,10,-,-,11.7,18,1.7,18
UTI Nifty 50 Index Fund - Regular Plan,16924.52,3.31,5,4.53,3,8.53,4,8.7,1,13.4,4,25.02,4,24.32,4,12.21,-,26.7,2,24.99,1,16.51,1,16.23,1,15.14,1,13.1,1,14.38,2,12.63,1,12.28,4,1.75,5
NIFTY 50 Index,,3.28,,4.4,,8.06,,8.25,,12.87,,24.36,,23.67,,,,25.69,,24.06,,15.57,,15.29,,14.14,,12.14,,13.54,,12.01,,11.76,,1.75,
NIFTY 50 Total Return Index,,3.34,,4.59,,8.65,,8.85,,13.69,,25.48,,24.78,,,,27.23,,25.48,,16.95,,16.67,,15.55,,13.52,,14.92,,13.38,,12.57,,1.76,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nifty Midcap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,Inception,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,YTD,Rank,7 days,Rank
Total Funds,,,11,,11,,11,,11,,11,,11,,11,,11,,11,,7,,3,,,,,,,,,,,,11,,11
Peer Average,,2.2,,5.91,,11.91,,15.29,,22.5,,37.69,,38.01,,,,55.15,,41.82,,26.94,,,,,,,,,,,,23.09,,1.81,
Aditya Birla Sun Life Nifty Midcap 150 Index Fund - Regular Plan,196.37,2.32,4,5.91,9,11.37,7,14.57,4,22.76,2,38.88,2,39.23,2,29.57,-,56.92,2,44.11,2,27.05,1,-,-,-,-,-,-,-,-,-,-,23.55,2,1.88,6
Axis Nifty Midcap 50 Index Fund - Regular Plan,313.07,2.68,1,6.26,3,11.6,3,13.39,11,19.56,11,35.86,9,35.8,9,32.36,-,54.95,9,45.37,1,-,-,-,-,-,-,-,-,-,-,-,-,20.27,11,1.69,10
DSP Nifty Midcap 150 Quality 50 Index Fund - Regular Plan,244.58,2.21,10,7.59,2,15.45,2,18.8,2,21.71,10,31.35,11,31.57,11,22.86,-,42.98,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.3,10,1.86,9
HDFC NIFTY Midcap 150 Index Fund - Regular Plan,147.44,2.31,7,5.9,10,11.31,10,14.42,10,22.18,7,38.04,7,38.38,7,61.46,-,55.66,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22.97,7,1.87,8
ICICI Prudential Nifty Midcap 150 Index Fund,436.55,2.32,5,5.93,7,11.35,8,14.45,8,22.25,6,38.1,6,38.44,6,27.27,-,55.94,6,43.51,5,-,-,-,-,-,-,-,-,-,-,-,-,23.04,6,1.88,5
Motilal Oswal Nifty Midcap 150 Index Fund - Regular Plan,1590.74,2.34,2,5.96,5,11.43,4,14.57,5,22.34,3,38.41,3,38.76,4,30.83,-,56.47,4,43.9,4,26.88,3,-,-,-,-,-,-,-,-,-,-,23.14,3,1.89,2
Navi Nifty Midcap 150 Index Fund - Regular Plan,150.36,2.3,8,5.92,8,11.33,9,14.43,9,22.05,8,37.93,8,38.26,8,33.36,-,55.65,8,43.32,6,-,-,-,-,-,-,-,-,-,-,-,-,22.84,8,1.87,7
Nippon India Nifty Midcap 150 Index Fund - Regular Plan,1312.56,2.33,3,5.97,4,11.42,5,14.56,6,22.3,4,38.41,4,38.76,3,29.39,-,56.5,3,44,3,26.89,2,-,-,-,-,-,-,-,-,-,-,23.1,4,1.88,3
SBI Nifty Midcap 150 Index Fund - Regular Plan,445.99,2.32,6,5.94,6,11.4,6,14.52,7,22.28,5,38.27,5,38.62,5,40.34,-,56.33,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.07,5,1.88,4
Tata Nifty Midcap 150 Momentum 50 Index Fund - Regular Plan,323.11,0.77,11,1.97,11,8.83,11,15.67,3,28.35,1,47.94,1,48.7,1,43.86,-,72.24,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.31,1,1.34,11
UTI Nifty Midcap 150 Quality 50 Index Fund - Regular Plan,202.42,2.26,9,7.63,1,15.49,1,18.86,1,21.77,9,31.39,10,31.61,10,17.97,-,43.02,10,28.54,7,-,-,-,-,-,-,-,-,-,-,-,-,21.36,9,1.91,1
NIFTY Midcap 150 Total Return Index,,2.36,,6.04,,11.58,,14.79,,22.91,,39.34,,39.7,,,,57.95,,45.36,,28.19,,28.02,,20.61,,20.1,,21.7,,19.27,,23.72,,1.9,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nifty Smallcap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,Inception,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,YTD,Rank,7 days,Rank
Total Funds,,,8,,8,,8,,8,,8,,8,,8,,8,,8,,4,,3,,,,,,,,,,,,8,,8
Peer Average,,3.11,,10.01,,10.9,,16.57,,22.51,,43.05,,43.96,,,,66.7,,47.14,,23.89,,,,,,,,,,,,23.21,,2.19,
Aditya Birla Sun Life Nifty Smallcap 50 Index Fund - Regular Plan,161.66,2.88,6,10.63,2,11.35,2,17.77,1,21.18,7,46.19,1,47.17,1,25.33,-,71.94,3,48.64,1,19.67,3,-,-,-,-,-,-,-,-,-,-,21.61,7,1.97,6
Axis Nifty Smallcap 50 Index Fund - Regular Plan,310.57,2.87,7,10.54,3,11.2,3,17.6,3,21.42,6,45.71,3,46.66,3,29.63,-,72.41,1,48.31,2,-,-,-,-,-,-,-,-,-,-,-,-,21.86,6,1.96,7
Edelweiss Nifty Smallcap 250 Index Fund - Regular Plan,52.8,3.25,1,9.65,5,10.67,5,15.92,5,23.54,1,41.6,4,42.45,4,44.33,-,63.72,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24.39,1,2.32,5
HDFC NIFTY Smallcap 250 Index Fund - Regular Plan,178.99,3.24,5,9.63,8,10.62,8,15.85,7,23.17,4,41.13,7,42.01,7,69.72,-,63.15,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24.03,4,2.32,4
Kotak Nifty Smallcap 50 Index Fund - Regular Plan,59.73,2.86,8,10.64,1,11.36,1,17.72,2,21.06,8,46.03,2,46.99,2,76.82,-,72.11,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.48,8,1.95,8
Motilal Oswal Nifty Smallcap 250 Index Fund - Regular Plan,687.59,3.25,2,9.64,6,10.66,6,15.92,4,23.33,2,41.39,5,42.27,5,31.66,-,63.65,5,45.9,3,26.04,1,-,-,-,-,-,-,-,-,-,-,24.19,2,2.33,1
Nippon India Nifty Smallcap 250 Index Fund - Regular Plan,1318.53,3.24,4,9.67,4,10.67,4,15.85,8,23.13,5,41.08,8,41.94,8,38.89,-,63.12,8,45.73,4,25.95,2,-,-,-,-,-,-,-,-,-,-,23.98,5,2.33,2
SBI Nifty Smallcap 250 Index Fund - Regular Plan,746.91,3.24,3,9.64,7,10.66,7,15.92,6,23.26,3,41.31,6,42.19,6,43.74,-,63.5,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24.13,3,2.33,3
NIFTY Smallcap 50 Total Return Index,,2.94,,10.79,,11.6,,18.15,,22.25,,47.97,,48.97,,,,76.03,,51.27,,21.51,,24.84,,12.01,,12.73,,14.88,,12.29,,22.71,,2,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nifty 50 Equal Weight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,Inception,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,YTD,Rank,7 days,Rank
Total Funds,,,6,,6,,6,,6,,6,,6,,6,,6,,6,,4,,2,,1,,,,,,,,,,6,,6
Peer Average,,2.1,,3.92,,7.6,,8.08,,15.93,,32.07,,31.29,,,,37.53,,31.43,,20.16,,19.15,,,,,,,,,,15.39,,1.84,
Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund - Regular Plan,273.84,2.18,5,4.09,4,7.46,5,7.58,6,14.61,6,30.01,4,29.15,4,19.15,-,35.44,4,30.55,4,19.98,2,-,-,-,-,-,-,-,-,-,-,13.9,6,1.86,2
DSP Nifty 50 Equal Weight Index Fund - Regular Plan,1408.53,2.18,2,4.11,3,7.49,3,7.61,3,14.7,3,30.14,3,29.28,3,14.22,-,35.61,3,30.98,2,20.33,1,19.15,1,-,-,-,-,-,-,-,-,13.99,3,1.86,4
HDFC NIFTY50 Equal Weight Index Fund - Regular Plan,1137.16,2.19,1,4.13,1,7.52,2,7.67,2,14.89,2,30.33,2,29.46,2,19.81,-,35.77,2,30.93,3,-,-,-,-,-,-,-,-,-,-,-,-,14.18,2,1.86,1
ICICI Prudential Nifty50 Equal Weight Index Fund,61.76,2.18,3,4.12,2,7.48,4,7.6,5,14.66,4,29.9,6,29.04,6,28.71,-,35.31,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.94,4,1.86,3
UTI NIFTY50 Equal Weight Index Fund - Regular Plan,72.39,2.18,4,4.08,5,7.45,6,7.6,4,14.63,5,29.97,5,29.12,5,35.87,-,35.36,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.92,5,1.86,5
NIFTY 50 Equal Weight Total Return Index,,2.24,,4.22,,7.7,,7.93,,15.32,,31.2,,30.34,,,,37.05,,32.31,,21.53,,20.82,,16.36,,13.5,,14.72,,13.51,,14.62,,1.89,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Healthcare ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,Inception,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,YTD,Rank,7 days,Rank
Total Funds,,,4,,4,,4,,4,,4,,4,,4,,4,,4,,3,,2,,,,,,,,,,,,4,,4
Peer Average,,1.66,,6.85,,5.08,,4.53,,15.88,,31.31,,30.7,,,,44.49,,29.74,,12.88,,,,,,,,,,,,19.11,,2.08,
Aditya Birla Sun Life Nifty Healthcare ETF,41.38,1.68,2,6.76,3,5.05,3,4.2,3,16.51,1,31.71,1,31,2,15.93,-,44.41,2,30.06,1,-,-,-,-,-,-,-,-,-,-,-,-,19.69,1,2.11,2
Axis NIFTY Healthcare ETF,16.16,1.67,3,6.75,4,5.02,4,4.15,4,15.8,3,30.81,4,30.11,4,14.48,-,43.35,4,29.47,3,12.78,2,-,-,-,-,-,-,-,-,-,-,18.96,3,2.1,3
ICICI Prudential Nifty Healthcare ETF,114,1.68,1,6.78,2,5.07,2,4.22,2,15.91,2,31.03,3,30.32,3,14.68,-,43.65,3,29.71,2,12.98,1,-,-,-,-,-,-,-,-,-,-,19.08,2,2.11,1
Motilal Oswal BSE Healthcare ETF,14.11,1.61,4,7.13,1,5.2,1,5.54,1,15.3,4,31.68,2,31.35,1,28.66,-,46.55,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.7,4,2.01,4
NIFTY Healthcare Total Return Index.,,1.69,,6.79,,5.09,,4.25,,16,,31.17,,30.47,,,,43.87,,29.89,,13.13,,22.82,,13.84,,11.16,,14.09,,16.13,,19.17,,2.11,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nifty IT ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,Inception,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,YTD,Rank,7 days,Rank
Total Funds,,,7,,7,,7,,7,,7,,7,,7,,7,,7,,6,,5,,,,,,,,,,,,7,,7
Peer Average,,6.79,,14.74,,14.33,,7.34,,9.62,,19.59,,19.33,,,,29.15,,17.36,,10.71,,,,,,,,,,,,6.16,,5.36,
Aditya Birla Sun Life Nifty IT ETF,73.27,6.78,7,14.72,7,14.32,6,7.32,7,9.46,7,19.41,7,19.16,7,4.7,-,28.94,7,17.26,6,-,-,-,-,-,-,-,-,-,-,-,-,6.01,7,5.35,7
Axis NIFTY IT ETF,126.7,6.79,5,14.72,6,14.31,7,7.33,6,9.62,6,19.56,6,19.31,6,13.92,-,29.12,6,17.35,3,10.69,3,-,-,-,-,-,-,-,-,-,-,6.17,6,5.35,6
HDFC NIFTY IT ETF,48.93,6.8,3,14.75,4,14.33,4,7.34,4,9.64,3,19.59,5,19.34,5,16.22,-,29.14,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.18,3,5.36,3
ICICI Prudential Nifty IT ETF,409.68,6.8,1,14.77,1,14.36,1,7.36,1,9.68,1,19.66,2,19.41,2,22.24,-,29.25,2,17.4,2,10.72,2,-,-,-,-,-,-,-,-,-,-,6.22,1,5.37,1
Kotak Nifty IT ETF,184.23,6.8,2,14.75,3,14.34,2,7.36,2,9.67,2,19.68,1,19.42,1,14.51,-,29.26,1,17.53,1,10.8,1,-,-,-,-,-,-,-,-,-,-,6.21,2,5.36,2
Nippon India ETF Nifty IT,2332.29,6.79,6,14.74,5,14.33,5,7.34,3,9.63,5,19.6,4,19.34,4,27.47,-,29.17,3,17.32,5,10.66,4,-,-,-,-,-,-,-,-,-,-,6.17,5,5.35,5
SBI Nifty IT ETF,80.67,6.79,4,14.75,2,14.33,3,7.34,5,9.64,4,19.6,3,19.34,3,17.98,-,29.16,4,17.32,4,10.66,5,-,-,-,-,-,-,-,-,-,-,6.18,4,5.36,4
NIFTY IT Total Return Index,,6.83,,14.85,,14.45,,7.46,,9.82,,19.88,,19.63,,,,29.54,,17.69,,10.98,,21,,22.77,,16.54,,18.51,,19.08,,6.36,,5.39,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Silver ETF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,Inception,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,YTD,Rank,7 days,Rank
Total Funds,,,9,,9,,9,,9,,9,,9,,9,,9,,9,,3,,,,,,,,,,,,,,9,,9
Peer Average,,1.76,,-0.51,,12.16,,14.88,,22.65,,32.75,,24.45,,,,28.16,,23.54,,,,,,,,,,,,,,21.77,,3.52,
Aditya Birla Sun Life Silver ETF,382.71,1.43,4,-0.73,3,11.58,3,14.96,2,22.51,4,31.96,4,24.18,5,16.2,-,27.81,6,24.42,1,-,-,-,-,-,-,-,-,-,-,-,-,21.68,2,3.14,3
Axis Silver ETF,113.83,1.9,2,0.02,2,14.74,1,14.3,9,22.62,3,34.53,2,24.63,3,30.04,-,28.8,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.81,9,3.78,2
DSP Silver ETF,150.98,1.42,8,-0.75,7,11.54,5,14.89,6,22.4,7,31.8,7,24.01,7,28.16,-,27.81,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.57,5,3.14,5
HDFC Silver ETF,195.97,4.01,1,0.58,1,14.07,2,15.35,1,23.86,1,34.88,1,26.11,1,33.5,-,29.84,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24.1,1,5.95,1
ICICI Prudential Silver ETF,2644.07,1.42,5,-0.74,4,11.56,4,14.94,3,22.48,5,31.94,6,24.14,6,14.21,-,27.97,3,24.37,2,-,-,-,-,-,-,-,-,-,-,-,-,21.66,3,3.14,4
Kotak Silver ETF,538.9,1.42,6,-0.74,6,11.53,6,14.89,5,22.43,6,31.95,5,24.22,4,17.89,-,27.83,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.61,4,3.14,6
Mirae Asset Silver ETF,63.51,1.43,3,-0.74,5,11.48,8,14.9,4,22.36,8,31.74,9,24,8,19.61,-,27.83,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.57,6,3.12,9
Nippon India Silver ETF,2731.83,1.41,9,-0.76,8,11.52,7,14.88,7,22.36,9,31.76,8,23.97,9,15.9,-,27.77,9,21.84,3,-,-,-,-,-,-,-,-,-,-,-,-,21.54,7,3.14,7
UTI Silver ETF,77.11,1.42,7,-0.76,9,11.45,9,14.78,8,22.82,2,34.18,3,24.83,2,16.04,-,27.78,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.41,8,3.13,8
Domestic Price of Silver,,1.47,,-0.72,,11.93,,15.44,,23.33,,33.25,,25.18,,,,29.06,,25.61,,-,,-,,-,,-,,-,,-,,22.49,,3.23,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Passive Funds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scheme,AUM(Rs Cr),14 days,Rank,30 days,Rank,60 days,Rank,90 Days,Rank,180 Days,Rank,270 Days,Rank,29/09/23 to 03/07/24,Rank,Inception,Rank,1 Year,Rank,2 year,Rank,3 year,Rank,5 year,Rank,7 year,Rank,10 year,Rank,12 year,Rank,15 year,Rank,YTD,Rank,7 days,Rank
Total Funds,,,17,,17,,17,,17,,17,,17,,17,,17,,17,,15,,10,,6,,5,,4,,4,,1,,17,,17
Peer Average,,2.28,,4.25,,8.85,,10.89,,19.07,,33.96,,32.81,,,,39.4,,28.72,,18.39,,16.72,,13.94,,10.8,,10.37,,12.05,,18.76,,2.02,
Aditya Birla Sun Life BSE Sensex ETF,473.71,3.5,2,4.8,6,8.87,10,8.86,10,12.85,15,23.13,15,22.54,15,14.02,-,24.18,14,24.33,11,16.4,6,16.26,3,13.99,3,-,-,-,-,-,-,11.47,15,1.68,14
Aditya Birla Sun Life Gold ETF,803.88,0.59,16,0.63,13,1.34,16,3.94,16,13.97,11,26.15,11,23.89,12,8.41,-,23.36,15,16.07,15,14.01,9,14.87,5,13.33,4,8.85,3,6.7,3,-,-,13.74,11,1.23,15
